"Time (UTCG)","x (km)","y (km)","z (km)","vx (km/sec)","vy (km/sec)","vz (km/sec)"
25 Jul 2022 10:43:50.000,-1077.915879,-1424.845199,-0.489674,1.317777,-0.996655,0.000258
25 Jul 2022 10:44:00.000,-1064.692255,-1434.750719,-0.487070,1.326929,-0.984435,0.000263
25 Jul 2022 10:44:10.000,-1051.377674,-1444.533622,-0.484415,1.335968,-0.972132,0.000268
25 Jul 2022 10:44:20.000,-1037.973274,-1454.193084,-0.481716,1.344893,-0.959747,0.000272
25 Jul 2022 10:44:30.000,-1024.480199,-1463.728292,-0.478979,1.353703,-0.947281,0.000275
25 Jul 2022 10:44:40.000,-1010.899593,-1473.138447,-0.476210,1.362399,-0.934736,0.000278
25 Jul 2022 10:44:50.000,-997.232604,-1482.422755,-0.473412,1.370980,-0.922112,0.000281
25 Jul 2022 10:45:00.000,-983.480385,-1491.580429,-0.470589,1.379445,-0.909410,0.000283
25 Jul 2022 10:45:10.000,-969.644092,-1500.610690,-0.467743,1.387794,-0.896630,0.000286
25 Jul 2022 10:45:20.000,-955.724886,-1509.512764,-0.464872,1.396027,-0.883772,0.000288
25 Jul 2022 10:45:30.000,-941.723938,-1518.285879,-0.461976,1.404143,-0.870838,0.000291
25 Jul 2022 10:45:40.000,-927.642425,-1526.929275,-0.459052,1.412140,-0.857828,0.000294
25 Jul 2022 10:45:50.000,-913.481537,-1535.442193,-0.456096,1.420018,-0.844743,0.000297
25 Jul 2022 10:46:00.000,-899.242473,-1543.823885,-0.453106,1.427775,-0.831583,0.000301
25 Jul 2022 10:46:10.000,-884.926444,-1552.073615,-0.450076,1.435411,-0.818350,0.000305
25 Jul 2022 10:46:20.000,-870.534671,-1560.190654,-0.447006,1.442923,-0.805045,0.000309
25 Jul 2022 10:46:30.000,-856.068389,-1568.174288,-0.443892,1.450312,-0.791670,0.000314
25 Jul 2022 10:46:40.000,-841.528839,-1576.023818,-0.440735,1.457577,-0.778225,0.000318
25 Jul 2022 10:46:50.000,-826.917275,-1583.738557,-0.437535,1.464715,-0.764712,0.000322
25 Jul 2022 10:47:00.000,-812.234956,-1591.317834,-0.434295,1.471728,-0.751133,0.000326
25 Jul 2022 10:47:10.000,-797.483148,-1598.760995,-0.431017,1.478613,-0.737489,0.000330
25 Jul 2022 10:47:20.000,-782.663126,-1606.067398,-0.427706,1.485370,-0.723781,0.000333
25 Jul 2022 10:47:30.000,-767.776166,-1613.236417,-0.424365,1.492000,-0.710012,0.000335
25 Jul 2022 10:47:40.000,-752.823551,-1620.267440,-0.420999,1.498501,-0.696182,0.000338
25 Jul 2022 10:47:50.000,-737.806569,-1627.159868,-0.417611,1.504874,-0.682293,0.000340
25 Jul 2022 10:48:00.000,-722.726510,-1633.913115,-0.414205,1.511117,-0.668346,0.000341
25 Jul 2022 10:48:10.000,-707.584668,-1640.526608,-0.410784,1.517230,-0.654343,0.000343
25 Jul 2022 10:48:20.000,-692.382342,-1646.999786,-0.407348,1.523213,-0.640284,0.000344
25 Jul 2022 10:48:30.000,-677.120836,-1653.332098,-0.403900,1.529066,-0.626170,0.000345
25 Jul 2022 10:48:40.000,-661.801456,-1659.523010,-0.400439,1.534788,-0.612003,0.000347
25 Jul 2022 10:48:50.000,-646.425513,-1665.571995,-0.396964,1.540379,-0.597785,0.000348
25 Jul 2022 10:49:00.000,-630.994321,-1671.478539,-0.393474,1.545838,-0.583516,0.000350
25 Jul 2022 10:49:10.000,-615.509199,-1677.242143,-0.389969,1.551165,-0.569197,0.000351
25 Jul 2022 10:49:20.000,-599.971471,-1682.862315,-0.386447,1.556359,-0.554830,0.000353
25 Jul 2022 10:49:30.000,-584.382463,-1688.338577,-0.382908,1.561420,-0.540415,0.000355
25 Jul 2022 10:49:40.000,-568.743506,-1693.670463,-0.379350,1.566349,-0.525955,0.000357
25 Jul 2022 10:49:50.000,-553.055934,-1698.857517,-0.375774,1.571143,-0.511449,0.000358
25 Jul 2022 10:50:00.000,-537.321087,-1703.899296,-0.372180,1.575804,-0.496900,0.000360
25 Jul 2022 10:50:10.000,-521.540307,-1708.795366,-0.368569,1.580330,-0.482308,0.000362
25 Jul 2022 10:50:20.000,-505.714943,-1713.545308,-0.364941,1.584721,-0.467674,0.000364
25 Jul 2022 10:50:30.000,-489.846347,-1718.148711,-0.361298,1.588976,-0.453000,0.000365
25 Jul 2022 10:50:40.000,-473.935876,-1722.605179,-0.357640,1.593096,-0.438287,0.000366
25 Jul 2022 10:50:50.000,-457.984891,-1726.914327,-0.353969,1.597079,-0.423536,0.000368
25 Jul 2022 10:51:00.000,-441.994759,-1731.075783,-0.350285,1.600925,-0.408749,0.000369
25 Jul 2022 10:51:10.000,-425.966849,-1735.089188,-0.346588,1.604634,-0.393926,0.000370
25 Jul 2022 10:51:20.000,-409.902536,-1738.954197,-0.342880,1.608206,-0.379070,0.000371
25 Jul 2022 10:51:30.000,-393.803197,-1742.670478,-0.339159,1.611639,-0.364181,0.000373
25 Jul 2022 10:51:40.000,-377.670214,-1746.237713,-0.335426,1.614934,-0.349261,0.000374
25 Jul 2022 10:51:50.000,-361.504969,-1749.655599,-0.331679,1.618091,-0.334311,0.000375
25 Jul 2022 10:52:00.000,-345.308848,-1752.923846,-0.327917,1.621110,-0.319333,0.000377
25 Jul 2022 10:52:10.000,-329.083239,-1756.042176,-0.324140,1.623989,-0.304328,0.000379
25 Jul 2022 10:52:20.000,-312.829531,-1759.010329,-0.320345,1.626729,-0.289298,0.000380
25 Jul 2022 10:52:30.000,-296.549114,-1761.828053,-0.316530,1.629331,-0.274243,0.000382
25 Jul 2022 10:52:40.000,-280.243380,-1764.495112,-0.312696,1.631793,-0.259165,0.000385
25 Jul 2022 10:52:50.000,-263.913722,-1767.011283,-0.308839,1.634116,-0.244066,0.000387
25 Jul 2022 10:53:00.000,-247.561534,-1769.376354,-0.304959,1.636299,-0.228945,0.000389
25 Jul 2022 10:53:10.000,-231.188211,-1771.590125,-0.301056,1.638342,-0.213806,0.000392
25 Jul 2022 10:53:20.000,-214.795150,-1773.652409,-0.297127,1.640246,-0.198648,0.000394
25 Jul 2022 10:53:30.000,-198.383750,-1775.563031,-0.293172,1.642010,-0.183474,0.000397
25 Jul 2022 10:53:40.000,-181.955409,-1777.321827,-0.289191,1.643634,-0.168283,0.000399
25 Jul 2022 10:53:50.000,-165.511531,-1778.928647,-0.285185,1.645118,-0.153078,0.000402
25 Jul 2022 10:54:00.000,-149.053518,-1780.383350,-0.281153,1.646461,-0.137860,0.000405
25 Jul 2022 10:54:10.000,-132.582776,-1781.685812,-0.277095,1.647664,-0.122630,0.000407
25 Jul 2022 10:54:20.000,-116.100713,-1782.835918,-0.273012,1.648725,-0.107389,0.000410
25 Jul 2022 10:54:30.000,-99.608737,-1783.833569,-0.268905,1.649646,-0.092139,0.000412
25 Jul 2022 10:54:40.000,-83.108260,-1784.678678,-0.264774,1.650426,-0.076881,0.000414
25 Jul 2022 10:54:50.000,-66.600693,-1785.371173,-0.260620,1.651064,-0.061617,0.000416
25 Jul 2022 10:55:00.000,-50.087449,-1785.910993,-0.256445,1.651561,-0.046347,0.000419
25 Jul 2022 10:55:10.000,-33.569941,-1786.298096,-0.252247,1.651917,-0.031073,0.000421
25 Jul 2022 10:55:20.000,-17.049583,-1786.532448,-0.248030,1.652131,-0.015797,0.000423
25 Jul 2022 10:55:30.000,-0.527788,-1786.614034,-0.243793,1.652204,-0.000520,0.000425
25 Jul 2022 10:55:40.000,15.994031,-1786.542849,-0.239538,1.652136,0.014757,0.000426
25 Jul 2022 10:55:50.000,32.514461,-1786.318903,-0.235265,1.651927,0.030032,0.000428
25 Jul 2022 10:56:00.000,49.032093,-1785.942219,-0.230976,1.651576,0.045304,0.000430
25 Jul 2022 10:56:10.000,65.545514,-1785.412831,-0.226673,1.651085,0.060572,0.000431
25 Jul 2022 10:56:20.000,82.053315,-1784.730788,-0.222356,1.650452,0.075835,0.000432
25 Jul 2022 10:56:30.000,98.554087,-1783.896150,-0.218027,1.649679,0.091091,0.000433
25 Jul 2022 10:56:40.000,115.046422,-1782.908989,-0.213688,1.648765,0.106339,0.000434
25 Jul 2022 10:56:50.000,131.528911,-1781.769390,-0.209339,1.647710,0.121579,0.000435
25 Jul 2022 10:57:00.000,148.000148,-1780.477451,-0.204983,1.646514,0.136807,0.000436
25 Jul 2022 10:57:10.000,164.458725,-1779.033281,-0.200621,1.645178,0.152025,0.000436
25 Jul 2022 10:57:20.000,180.903237,-1777.437004,-0.196254,1.643701,0.167229,0.000437
25 Jul 2022 10:57:30.000,197.332279,-1775.688753,-0.191885,1.642084,0.182419,0.000437
25 Jul 2022 10:57:40.000,213.744445,-1773.788679,-0.187514,1.640326,0.197593,0.000437
25 Jul 2022 10:57:50.000,230.138333,-1771.736941,-0.183143,1.638428,0.212751,0.000437
25 Jul 2022 10:58:00.000,246.512540,-1769.533715,-0.178775,1.636390,0.227891,0.000437
25 Jul 2022 10:58:10.000,262.865667,-1767.179187,-0.174412,1.634212,0.243011,0.000436
25 Jul 2022 10:58:20.000,279.196315,-1764.673557,-0.170055,1.631894,0.258111,0.000435
25 Jul 2022 10:58:30.000,295.503085,-1762.017039,-0.165707,1.629437,0.273189,0.000434
25 Jul 2022 10:58:40.000,311.784583,-1759.209859,-0.161370,1.626840,0.288243,0.000433
25 Jul 2022 10:58:50.000,328.039414,-1756.252255,-0.157046,1.624103,0.303273,0.000432
25 Jul 2022 10:59:00.000,344.266185,-1753.144480,-0.152738,1.621228,0.318277,0.000430
25 Jul 2022 10:59:10.000,360.463506,-1749.886801,-0.148447,1.618213,0.333254,0.000428
25 Jul 2022 10:59:20.000,376.629988,-1746.479496,-0.144175,1.615060,0.348202,0.000426
25 Jul 2022 10:59:30.000,392.764246,-1742.922860,-0.139923,1.611768,0.363120,0.000424
25 Jul 2022 10:59:40.000,408.864897,-1739.217201,-0.135692,1.608339,0.378006,0.000422
25 Jul 2022 10:59:50.000,424.930560,-1735.362840,-0.131483,1.604771,0.392860,0.000420
25 Jul 2022 11:00:00.000,440.959860,-1731.360114,-0.127295,1.601066,0.407679,0.000418
25 Jul 2022 11:00:10.000,456.951426,-1727.209371,-0.123129,1.597224,0.422463,0.000415
25 Jul 2022 11:00:20.000,472.903891,-1722.910976,-0.118985,1.593246,0.437210,0.000413
25 Jul 2022 11:00:30.000,488.815892,-1718.465303,-0.114864,1.589132,0.451918,0.000411
25 Jul 2022 11:00:40.000,504.686072,-1713.872742,-0.110767,1.584882,0.466587,0.000409
25 Jul 2022 11:00:50.000,520.513080,-1709.133691,-0.106694,1.580497,0.481216,0.000406
25 Jul 2022 11:01:00.000,536.295567,-1704.248563,-0.102648,1.575978,0.495803,0.000403
25 Jul 2022 11:01:10.000,552.032191,-1699.217782,-0.098631,1.571324,0.510346,0.000400
25 Jul 2022 11:01:20.000,567.721611,-1694.041780,-0.094646,1.566537,0.524846,0.000397
25 Jul 2022 11:01:30.000,583.362494,-1688.721004,-0.090696,1.561617,0.539301,0.000393
25 Jul 2022 11:01:40.000,598.953506,-1683.255910,-0.086784,1.556563,0.553710,0.000389
25 Jul 2022 11:01:50.000,614.493319,-1677.646967,-0.082913,1.551377,0.568071,0.000385
25 Jul 2022 11:02:00.000,629.980610,-1671.894655,-0.079085,1.546059,0.582383,0.000381
25 Jul 2022 11:02:10.000,645.414059,-1665.999465,-0.075302,1.540609,0.596646,0.000376
25 Jul 2022 11:02:20.000,660.792348,-1659.961902,-0.071562,1.535027,0.610858,0.000372
25 Jul 2022 11:02:30.000,676.114168,-1653.782481,-0.067865,1.529315,0.625017,0.000368
25 Jul 2022 11:02:40.000,691.378211,-1647.461730,-0.064208,1.523472,0.639124,0.000364
25 Jul 2022 11:02:50.000,706.583178,-1641.000189,-0.060586,1.517500,0.653175,0.000361
25 Jul 2022 11:03:00.000,721.727773,-1634.398406,-0.056994,1.511398,0.667172,0.000358
25 Jul 2022 11:03:10.000,736.810705,-1627.656944,-0.053425,1.505167,0.681111,0.000356
25 Jul 2022 11:03:20.000,751.830691,-1620.776373,-0.049872,1.498809,0.694993,0.000355
25 Jul 2022 11:03:30.000,766.786449,-1613.757276,-0.046328,1.492322,0.708816,0.000354
25 Jul 2022 11:03:40.000,781.676706,-1606.600244,-0.042785,1.485708,0.722580,0.000354
25 Jul 2022 11:03:50.000,796.500189,-1599.305883,-0.039238,1.478967,0.736282,0.000355
25 Jul 2022 11:04:00.000,811.255631,-1591.874805,-0.035679,1.472100,0.749923,0.000357
25 Jul 2022 11:04:10.000,825.941770,-1584.307639,-0.032105,1.465107,0.763500,0.000358
25 Jul 2022 11:04:20.000,840.557347,-1576.605023,-0.028512,1.457988,0.777012,0.000360
25 Jul 2022 11:04:30.000,855.101106,-1568.767609,-0.024900,1.450743,0.790459,0.000362
25 Jul 2022 11:04:40.000,869.571798,-1560.796064,-0.021267,1.443374,0.803839,0.000364
25 Jul 2022 11:04:50.000,883.968180,-1552.691067,-0.017614,1.435881,0.817149,0.000366
25 Jul 2022 11:05:00.000,898.289013,-1544.453311,-0.013943,1.428265,0.830390,0.000368
25 Jul 2022 11:05:10.000,912.533068,-1536.083502,-0.010257,1.420526,0.843560,0.000369
25 Jul 2022 11:05:20.000,926.699121,-1527.582360,-0.006558,1.412665,0.856656,0.000371
25 Jul 2022 11:05:30.000,940.785958,-1518.950619,-0.002847,1.404683,0.869679,0.000371
25 Jul 2022 11:05:40.000,954.792372,-1510.189021,0.000871,1.396580,0.882627,0.000372
25 Jul 2022 11:05:50.000,968.717166,-1501.298324,0.004597,1.388359,0.895499,0.000373
25 Jul 2022 11:06:00.000,982.559150,-1492.279293,0.008328,1.380018,0.908294,0.000373
25 Jul 2022 11:06:10.000,996.317143,-1483.132707,0.012064,1.371561,0.921010,0.000374
25 Jul 2022 11:06:20.000,1009.989972,-1473.859353,0.015806,1.362986,0.933647,0.000374
25 Jul 2022 11:06:30.000,1023.576473,-1464.460028,0.019553,1.354295,0.946204,0.000375
25 Jul 2022 11:06:40.000,1037.075488,-1454.935540,0.023308,1.345489,0.958680,0.000376
25 Jul 2022 11:06:50.000,1050.485868,-1445.286708,0.027070,1.336568,0.971073,0.000377
25 Jul 2022 11:07:00.000,1063.806472,-1435.514358,0.030843,1.327534,0.983383,0.000378
25 Jul 2022 11:07:10.000,1077.036167,-1425.619330,0.034627,1.318386,0.995609,0.000379
25 Jul 2022 11:07:20.000,1090.173827,-1415.602470,0.038423,1.309127,1.007749,0.000380
25 Jul 2022 11:07:30.000,1103.218337,-1405.464636,0.042233,1.299756,1.019803,0.000382
25 Jul 2022 11:07:40.000,1116.168589,-1395.206694,0.046057,1.290275,1.031771,0.000383
25 Jul 2022 11:07:50.000,1129.023481,-1384.829519,0.049896,1.280685,1.043650,0.000385
25 Jul 2022 11:08:00.000,1141.781922,-1374.333995,0.053750,1.270985,1.055440,0.000386
25 Jul 2022 11:08:10.000,1154.442828,-1363.721015,0.057619,1.261178,1.067141,0.000388
25 Jul 2022 11:08:20.000,1167.005120,-1352.991478,0.061503,1.251263,1.078751,0.000389
25 Jul 2022 11:08:30.000,1179.467729,-1342.146294,0.065400,1.241241,1.090270,0.000390
25 Jul 2022 11:08:40.000,1191.829591,-1331.186380,0.069310,1.231113,1.101697,0.000392
25 Jul 2022 11:08:50.000,1204.089648,-1320.112663,0.073232,1.220880,1.113031,0.000393
25 Jul 2022 11:09:00.000,1216.246848,-1308.926080,0.077165,1.210542,1.124270,0.000394
25 Jul 2022 11:09:10.000,1228.300146,-1297.627579,0.081109,1.200100,1.135414,0.000395
25 Jul 2022 11:09:20.000,1240.248505,-1286.218118,0.085062,1.189555,1.146462,0.000396
25 Jul 2022 11:09:30.000,1252.090896,-1274.698667,0.089024,1.178906,1.157412,0.000397
25 Jul 2022 11:09:40.000,1263.826296,-1263.070209,0.092993,1.168157,1.168263,0.000397
25 Jul 2022 11:09:50.000,1275.453693,-1251.333736,0.096967,1.157306,1.179015,0.000398
25 Jul 2022 11:10:00.000,1286.972087,-1239.490253,0.100947,1.146356,1.189665,0.000398
25 Jul 2022 11:10:10.000,1298.380485,-1227.540777,0.104929,1.135307,1.200213,0.000398
25 Jul 2022 11:10:20.000,1309.677910,-1215.486335,0.108913,1.124161,1.210658,0.000398
25 Jul 2022 11:10:30.000,1320.863392,-1203.327961,0.112897,1.112919,1.220999,0.000398
25 Jul 2022 11:10:40.000,1331.935975,-1191.066700,0.116879,1.101582,1.231235,0.000398
25 Jul 2022 11:10:50.000,1342.894714,-1178.703606,0.120855,1.090150,1.241366,0.000397
25 Jul 2022 11:11:00.000,1353.738675,-1166.239738,0.124825,1.078626,1.251390,0.000397
25 Jul 2022 11:11:10.000,1364.466934,-1153.676166,0.128785,1.067010,1.261307,0.000395
25 Jul 2022 11:11:20.000,1375.078577,-1141.013964,0.132733,1.055303,1.271116,0.000394
25 Jul 2022 11:11:30.000,1385.572702,-1128.254214,0.136666,1.043507,1.280816,0.000392
25 Jul 2022 11:11:40.000,1395.948413,-1115.398007,0.140581,1.031621,1.290407,0.000391
25 Jul 2022 11:11:50.000,1406.204824,-1102.446441,0.144477,1.019647,1.299888,0.000388
25 Jul 2022 11:12:00.000,1416.341060,-1089.400620,0.148350,1.007586,1.309258,0.000386
25 Jul 2022 11:12:10.000,1426.356255,-1076.261660,0.152199,0.995439,1.318516,0.000384
25 Jul 2022 11:12:20.000,1436.249550,-1063.030682,0.156022,0.983206,1.327661,0.000381
25 Jul 2022 11:12:30.000,1446.020100,-1049.708818,0.159819,0.970890,1.336693,0.000378
25 Jul 2022 11:12:40.000,1455.667067,-1036.297205,0.163587,0.958490,1.345610,0.000375
25 Jul 2022 11:12:50.000,1465.189624,-1022.796992,0.167328,0.946008,1.354413,0.000373
25 Jul 2022 11:13:00.000,1474.586956,-1009.209335,0.171040,0.933445,1.363099,0.000370
25 Jul 2022 11:13:10.000,1483.858258,-995.535396,0.174726,0.920802,1.371669,0.000367
25 Jul 2022 11:13:20.000,1493.002736,-981.776348,0.178385,0.908080,1.380121,0.000365
25 Jul 2022 11:13:30.000,1502.019606,-967.933369,0.182019,0.895281,1.388455,0.000362
25 Jul 2022 11:13:40.000,1510.908098,-954.007646,0.185632,0.882405,1.396670,0.000360
25 Jul 2022 11:13:50.000,1519.667450,-940.000373,0.189224,0.869453,1.404765,0.000358
25 Jul 2022 11:14:00.000,1528.296913,-925.912753,0.192798,0.856427,1.412739,0.000357
25 Jul 2022 11:14:10.000,1536.795752,-911.745993,0.196358,0.843328,1.420592,0.000355
25 Jul 2022 11:14:20.000,1545.163240,-897.501309,0.199907,0.830157,1.428324,0.000354
25 Jul 2022 11:14:30.000,1553.398664,-883.179924,0.203448,0.816916,1.435933,0.000354
25 Jul 2022 11:14:40.000,1561.501324,-868.783067,0.206985,0.803605,1.443418,0.000354
25 Jul 2022 11:14:50.000,1569.470531,-854.311973,0.210520,0.790225,1.450780,0.000354
25 Jul 2022 11:15:00.000,1577.305609,-839.767881,0.214057,0.776779,1.458017,0.000354
25 Jul 2022 11:15:10.000,1585.005893,-825.152040,0.217599,0.763267,1.465130,0.000354
25 Jul 2022 11:15:20.000,1592.570732,-810.465698,0.221147,0.749690,1.472117,0.000355
25 Jul 2022 11:15:30.000,1599.999485,-795.710114,0.224706,0.736050,1.478979,0.000356
25 Jul 2022 11:15:40.000,1607.291523,-780.886546,0.228275,0.722347,1.485714,0.000358
25 Jul 2022 11:15:50.000,1614.446229,-765.996262,0.231857,0.708584,1.492322,0.000359
25 Jul 2022 11:16:00.000,1621.462995,-751.040532,0.235451,0.694760,1.498803,0.000360
25 Jul 2022 11:16:10.000,1628.341226,-736.020630,0.239059,0.680877,1.505156,0.000361
25 Jul 2022 11:16:20.000,1635.080336,-720.937838,0.242680,0.666936,1.511381,0.000363
25 Jul 2022 11:16:30.000,1641.679752,-705.793442,0.246315,0.652938,1.517477,0.000364
25 Jul 2022 11:16:40.000,1648.138909,-690.588734,0.249963,0.638884,1.523443,0.000365
25 Jul 2022 11:16:50.000,1654.457258,-675.325010,0.253624,0.624776,1.529280,0.000367
25 Jul 2022 11:17:00.000,1660.634256,-660.003573,0.257298,0.610615,1.534986,0.000368
25 Jul 2022 11:17:10.000,1666.669377,-644.625732,0.260986,0.596401,1.540561,0.000370
25 Jul 2022 11:17:20.000,1672.562105,-629.192800,0.264689,0.582136,1.546004,0.000371
25 Jul 2022 11:17:30.000,1678.311935,-613.706095,0.268407,0.567822,1.551315,0.000373
25 Jul 2022 11:17:40.000,1683.918376,-598.166942,0.272143,0.553459,1.556494,0.000374
25 Jul 2022 11:17:50.000,1689.380951,-582.576667,0.275897,0.539048,1.561539,0.000376
25 Jul 2022 11:18:00.000,1694.699193,-566.936604,0.279673,0.524592,1.566451,0.000379
25 Jul 2022 11:18:10.000,1699.872648,-551.248088,0.283472,0.510091,1.571230,0.000381
25 Jul 2022 11:18:20.000,1704.900875,-535.512459,0.287297,0.495547,1.575874,0.000384
25 Jul 2022 11:18:30.000,1709.783446,-519.731063,0.291149,0.480960,1.580383,0.000387
25 Jul 2022 11:18:40.000,1714.519944,-503.905246,0.295031,0.466333,1.584758,0.000390
25 Jul 2022 11:18:50.000,1719.109965,-488.036361,0.298943,0.451665,1.588997,0.000393
25 Jul 2022 11:19:00.000,1723.553117,-472.125762,0.302888,0.436959,1.593100,0.000396
25 Jul 2022 11:19:10.000,1727.849021,-456.174809,0.306865,0.422216,1.597068,0.000399
25 Jul 2022 11:19:20.000,1731.997310,-440.184862,0.310876,0.407436,1.600899,0.000403
25 Jul 2022 11:19:30.000,1735.997628,-424.157288,0.314919,0.392622,1.604593,0.000406
25 Jul 2022 11:19:40.000,1739.849634,-408.093454,0.318995,0.377774,1.608151,0.000409
25 Jul 2022 11:19:50.000,1743.552998,-391.994733,0.323104,0.362894,1.611571,0.000412
25 Jul 2022 11:20:00.000,1747.107401,-375.862500,0.327244,0.347982,1.614853,0.000416
25 Jul 2022 11:20:10.000,1750.512540,-359.698132,0.331416,0.333041,1.617998,0.000419
25 Jul 2022 11:20:20.000,1753.768121,-343.503009,0.335618,0.318071,1.621004,0.000422
25 Jul 2022 11:20:30.000,1756.873865,-327.278517,0.339850,0.303073,1.623872,0.000425
25 Jul 2022 11:20:40.000,1759.829503,-311.026040,0.344112,0.288050,1.626601,0.000428
25 Jul 2022 11:20:50.000,1762.634783,-294.746970,0.348404,0.273002,1.629190,0.000431
25 Jul 2022 11:21:00.000,1765.289462,-278.442697,0.352725,0.257930,1.631641,0.000434
25 Jul 2022 11:21:10.000,1767.793313,-262.114618,0.357075,0.242836,1.633952,0.000436
25 Jul 2022 11:21:20.000,1770.146120,-245.764128,0.361454,0.227722,1.636123,0.000439
25 Jul 2022 11:21:30.000,1772.347683,-229.392628,0.365861,0.212588,1.638154,0.000442
25 Jul 2022 11:21:40.000,1774.397813,-213.001517,0.370296,0.197436,1.640045,0.000445
25 Jul 2022 11:21:50.000,1776.296338,-196.592197,0.374758,0.182267,1.641796,0.000447
25 Jul 2022 11:22:00.000,1778.043094,-180.166072,0.379245,0.167082,1.643406,0.000450
25 Jul 2022 11:22:10.000,1779.637936,-163.724545,0.383756,0.151884,1.644876,0.000452
25 Jul 2022 11:22:20.000,1781.080728,-147.269021,0.388290,0.136673,1.646205,0.000454
25 Jul 2022 11:22:30.000,1782.371348,-130.800904,0.392843,0.121450,1.647394,0.000456
25 Jul 2022 11:22:40.000,1783.509685,-114.321600,0.397415,0.106216,1.648443,0.000458
25 Jul 2022 11:22:50.000,1784.495643,-97.832514,0.402001,0.090974,1.649351,0.000459
25 Jul 2022 11:23:00.000,1785.329136,-81.335055,0.406599,0.075723,1.650118,0.000460
25 Jul 2022 11:23:10.000,1786.010091,-64.830630,0.411207,0.060466,1.650744,0.000461
25 Jul 2022 11:23:20.000,1786.538447,-48.320648,0.415822,0.045204,1.651229,0.000462
25 Jul 2022 11:23:30.000,1786.914155,-31.806521,0.420440,0.029937,1.651573,0.000462
25 Jul 2022 11:23:40.000,1787.137182,-15.289662,0.425060,0.014668,1.651775,0.000462
25 Jul 2022 11:23:50.000,1787.207507,1.228516,0.429678,-0.000603,1.651837,0.000462
25 Jul 2022 11:24:00.000,1787.125120,17.746598,0.434292,-0.015874,1.651756,0.000461
25 Jul 2022 11:24:10.000,1786.890031,34.263168,0.438900,-0.031144,1.651534,0.000460
25 Jul 2022 11:24:20.000,1786.502259,50.776808,0.443500,-0.046410,1.651170,0.000459
25 Jul 2022 11:24:30.000,1785.961841,67.286104,0.448088,-0.061673,1.650665,0.000458
25 Jul 2022 11:24:40.000,1785.268828,83.789639,0.452662,-0.076929,1.650018,0.000457
25 Jul 2022 11:24:50.000,1784.423284,100.285999,0.457221,-0.092178,1.649230,0.000455
25 Jul 2022 11:25:00.000,1783.425288,116.773770,0.461761,-0.107419,1.648301,0.000453
25 Jul 2022 11:25:10.000,1782.274933,133.251542,0.466278,-0.122650,1.647230,0.000451
25 Jul 2022 11:25:20.000,1780.972326,149.717903,0.470771,-0.137870,1.646019,0.000448
25 Jul 2022 11:25:30.000,1779.517585,166.171447,0.475234,-0.153077,1.644667,0.000445
